duration_1,duration_2,duration_3,duration_4,duration_5,loudness_level,popularity_level,tempo_class,time_signature,key_mode,artist_song_count,album_freq,movement_index,intensity_level,verbal_density,purity_score,positivity_index,activity_rate,loudness_intensity,happy_dance,acoustics_instrumental,artists_avg_popularity,tempo_vs_genre,energy_rank_pct,loud_energy_ratio,mood_pca,mood_cluster,acoustic_valence_mood_cluster,explicit,signal_strength,mode_indicator,focus_factor,ambient_level,key_sin,key_cos,duration_log,duration_log_z,time_signature_class_boolean,loudness_yeo,is_instrumental,is_dance_hit,temp_zscore,resonance_factor,timbre_index,echo_constant,distorted_movement,signal_power,target_class,target_regression
0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.2218242027933286,0.7673876275060306,5.916591395341303,-0.2592493353143936,-1.3472275099297593,-1.261806914576365,-0.4544713947945036,1.4137255835379725,-0.2933964897135592,0.7552266872223545,0.5012909104591607,-0.7956357663333672,-0.3041159367508738,-0.8763509872738673,0.9845506643345368,-1.4422045798718008,-0.0086314236982941,-1.2260753670151965,-0.4417887293026986,1.0551654939830015,0.0,0.232,1.0,0.000548,0.252,-0.8660254037844385,-0.5000000000000004,1.4562867329399256,-0.233479652058464,1.0,-1.3253146545609862,0.0,0.0,0.7552233747882832,1.6190757808103071,0.7783123183373571,1,0.0933454208281247,0.232,class_53,0.9307914142488412
0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.2218242027933286,0.4859962678042338,1.9252766258057776,4.172043242115003,1.2573283488804958,-0.3388221377109887,-0.4440677661836541,1.4618428675114377,1.693027008752402,0.6344387468302606,0.3697100695126181,2.1527008386131485,-0.3063176392357594,-0.5945818355338004,0.8582695309868612,-1.1746153270041606,-0.0089677218970792,0.8282471089359235,1.562235756300636,-0.592590168933509,0.0,0.365,1.0,0.0,0.0662,-0.4999999999999997,-0.8660254037844388,1.3622279066182863,-0.5581393617456126,1.0,-0.5826496853340282,0.0,0.0,0.6344359641736664,-1.1005843427632995,0.08680582093008038,1,0.3007879228572603,0.365,class_53,0.7514583103162321
0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2218242027933286,0.4859962678042338,1.9252766258057776,0.1668364894384329,1.2515660571574645,-0.5891534246721065,-0.4383930596686452,1.4498135465180717,1.6351700136514515,0.6350391839821682,0.3521287825615224,2.088739652942365,-0.3063176392357594,-0.5945818355338004,0.8588972748146044,-1.2594562529644662,-0.008897937265312,0.7172624103504777,1.562235756300636,-0.592590168933509,0.0,0.327,1.0,0.0,0.0941,-0.4999999999999997,-0.8660254037844388,1.3667716946310269,-0.5424557204034202,1.0,-0.8096251652691959,0.0,0.0,0.635036398692049,-1.173949441309725,0.011324470377738649,1,0.3526485483645442,0.327,class_53,0.2134589985184044
0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,0.2218242027933286,-0.0767864515993599,1.9252766258057776,0.1668364894384329,0.0472470870438724,-0.6593416250670823,-0.3381399112368219,1.9851183307228732,-0.0079686472155377,-1.528736165775786,1.3041079589904312,-0.0947729864581205,-0.1890492674264218,-0.5945818355338004,-1.4032822324293348,-1.5481341887176554,-0.0079676271916635,-0.9037265045116688,-0.1077846483688094,1.0551654939830015,0.0,0.162,1.0,0.0235,0.114,0.4999999999999999,-0.8660254037844387,1.1045170434623726,-1.4476713417568796,1.0,-0.8693216742760782,0.0,0.0,-1.5287294607190822,0.6696222271874155,0.9545376418520921,1,1.447483975740536,0.162,class_53,0.5721252063836229
0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.2218242027933286,0.4859962678042338,5.916591395341303,-0.3870750827402415,-0.7594737541805426,-0.1558953831405134,-0.5395919925196366,0.4032626200951991,0.0614597469056026,-0.9291996695959734,0.8836882787954226,-0.3887632859391534,-0.305676490247001,-0.8763509872738673,-0.7764800204277421,-1.3299088628638105,-0.008739098234935,-0.7612853442657906,-1.1097968911704768,-0.2630390363502068,0.0,0.295,1.0,0.000279,0.11,-0.4999999999999997,-0.8660254037844388,1.1937204278615845,-1.1397709988041993,1.0,-0.4007376065524358,0.0,0.0,-0.9291955941141388,0.8632117280574747,0.7069769979095736,1,-1.589243762297084,0.295,class_53,0.5721252063836229
0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,-2.0896691513416523,-0.9209605307047504,0.2662361493120954,3.405088757559915,-0.8804818803642049,-1.543752716729554,-0.5121642443637605,1.7144586083721312,-0.0079686472155377,-1.8326240798801696,0.7942861851717571,-0.4783079364694967,-0.3058728408772724,-0.937741188369214,-1.7209903585815916,-1.529020670655681,-0.0083224106177966,-1.0534396127370291,-0.1077846483688094,1.0551654939830015,0.0,0.177,1.0,9.82e-05,0.133,0.8660254037844386,0.5000000000000001,1.2012992335184824,-1.1136114884151385,1.0,-1.5107238201723594,0.0,0.0,-1.832616041967123,-1.6663107694916883,0.18743551100599054,1,0.202828963565724,0.177,class_53,-0.5038734172120324
0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.2218242027933286,-0.0767864515993599,-0.4791298618662256,-0.5149008301660896,1.130557930973802,-1.69546262296572,-0.4837907117887161,1.9791036702261904,1.0527429296352182,0.3417923505143705,0.4198456795691643,1.4120774479342697,-0.3062459285707907,-0.5885964979843455,0.5523141642762412,-1.4751290581232306,-0.0085933998080553,0.0925241767129948,-0.7757928102365876,-0.592590168933509,0.0,0.211,1.0,1.44e-05,0.136,0.4999999999999999,-0.8660254037844387,1.45271002557103,-0.2458252534382934,1.0,-1.6045667969599573,0.0,0.0,0.3417908514086763,0.24878385582229023,0.6867216759283137,1,1.291902099218685,0.211,class_53,-0.2797070372962709
0.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,0.2218242027933286,0.7673876275060306,5.916591395341303,0.0390107420125849,-0.7882852127957003,-2.055549962669123,-0.4970316936570702,0.8393255061047291,-0.42068187893565,-1.6693718898003835,0.5920279021716384,-0.6724071456959612,-0.3059801827021259,-0.8763509872738673,-1.550313786749633,-1.5345055514349917,-0.0084043023194969,-1.3139257157905089,-0.1077846483688094,-0.2630390363502068,0.0,0.173,1.0,0.000111,0.224,-0.8660254037844385,-0.5000000000000004,1.4482240133665,-0.2613094719527303,1.0,-1.812988949734519,0.0,0.0,-1.6693645679135656,-0.548393002960477,0.469732801815557,1,0.2489272973499764,0.173,class_53,0.9307914142488412
0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.2218242027933286,0.4859962678042338,1.9252766258057776,-0.2592493353143936,1.2112300150962434,-0.3394186379976315,-0.4213689401236186,1.473872188504804,1.5927415505774214,0.6276004348224228,0.3955644351198513,2.013876852732886,-0.3063176392357594,-0.5945818355338004,0.8511202262820076,-1.1859193472252327,-0.0089558373301833,0.7441742049812639,1.562235756300636,-0.592590168933509,0.0,0.36,1.0,0.0,0.0756,-0.4999999999999997,-0.8660254037844388,1.3732640001734486,-0.5200464461754463,1.0,-0.5832190654918131,0.0,0.0,0.627597682158754,0.330577130038767,0.020386028107353016,1,-1.4682356361134217,0.36,class_53,0.9756246902319936
0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2218242027933286,-0.0767864515993599,1.9252766258057776,-0.4296836652155242,-0.5462689604283758,-0.7993203589992721,-0.1868144041699188,1.973089009729507,0.0537454808921426,-1.3906689784565711,1.1133130337434396,-0.3020247917437709,-0.2763008258054364,-0.5945818355338004,-1.258936026705494,-1.521256753541477,-0.0082024168116427,-0.9393436683217116,-0.1077846483688094,1.0551654939830015,0.0,0.182,1.0,0.00604,0.113,0.4999999999999999,-0.8660254037844387,1.1081940147411968,-1.434979662787498,1.0,-0.983818113661416,0.0,0.0,-1.390662878964347,-0.30267319398948883,0.30359679330368594,1,-0.7940475045187319,0.182,class_53,0.7514583103162321
